ةجردلا,يملعلا لهؤلما,يرادلإل ةيلمعلا ةربخلا ةدلم ىندلأا دحلا,ينفلل ةيلمعلا تاربخلا ىندلأا دحلا
ىلولأا,هاروتكدلا ةداهش,تاونس 13,تاونس 12
ةثلاثلا,ريتسجالما ةجرد,تاونس 11,تاونس 10
ةعبارلا,"يذلا مولبدلا وأ هلداعي ام وأ يعماج لهؤم
فصلا دعب تاونس عبرأ ةيساردلا هتدم غلبت
رشع يناثلا",تاونس 11,تاونس 11
ةسداسلا,"وأ رشع يناثلا فصلا دعب تاونس )3( مولبد
هلداعي ام",تاونس 11,تاونس 8
ةعباسلا,"ام وأ رشع يناثلا فصلا دعب نيتنس مولبد
هلداعي",تاونس 8,ناتنس
ةعساتلا,رشع يناثلا فصلا دعب ةدحاو ةنس مولبد,تاونس 5,ناتنس
,,,".ةمدخلا ةدم لاوط ىص�قأ دحب تايقرت عبرأ نوكت ماظنلا اذهب نينيعملل ةيفيظولا ةيقرتلا
.ىص�قأ دحب ةعبارلا ةجردلا ىلإ نوكت ةماعلا ةيوناثلا دعب تاونس ثلاث وأ نيتنسلا مولبدلا تاداهش ةلمح ةيقرت
.ىص�قأ دحب ةسماخلا ةجردلا ىلإ نوكت ةماعلا ةيوناثلا ةلمحو ةماعلا ةيوناثلا دعب ةدحاو ةنس مولبدلا لهؤم ةلمح ةيقرت
. ىص�قأ دحب ةنماثلا ةجردلا ىلإ نوكت ةماعلا ةيوناثلا نودام ةداهش ةلمح ةيقرت
ةدم نم لقأ ةربخلا ةدم تناكو اهلغش بولطلما ةفيظولا عم بسانتي يملعلا لهؤلما ناك اذا اهنود امو ةماعلا ةيوناثلا ةداهش ةلمح ادع اميف
ً
-: يلي الم اقفو نييعتلا نكمي ةبولطلما ةربخلا
مولبدلا لهؤم ةلمح ادعام ةيفيظو ةجرد رادقمب نييعتلا ةجرد ضفخت رثكأ وأ ةبولطلما ةربخلا ةدم فصن لداعت ةربخلا ةدم تناك اذإ•
. ةدحاو ةجرد نييعتلا ةجرد ضفخت ةردحاو ةنس
. نيتيفيظو نيتجرد رادقمب نييعتلا ةجرد ضفخت ةبولطلما ةربخلا ةدم فصن نم لقأ ةربخلا ةدم تناك اذإ•
نييعتلا ةجرد ضفخت ةبولطلما ةيلمعلا ةربخلا ةدم نم لقأ ةيلمعلا ةربخلا ةدم تناك اذإف ةدحاو ةنس مولبدلا لهؤم ةلمحل ةبسنلاب•
.ةدحاو ةجرد رادقمب"
