ةجردلا,ةبستكلما ةراهلما / يملعلا لهؤلما,,,يملعلا لهؤلماو ةربخلا تاونس بسح نييعتلا
,,هاروتكد,ريتسجام,سويرولاكب
ةعباسلا,"لاجم يف هلداعيام وأ سويرولاكب وأ ريتسجام وأ هاروتكد
.صصختلا",14,18,19
ةسداسلا,"لاجم يف هلداعيام وأ سويرولاكب وأ ريتسجام وأ هاروتكد
.صصختلا",11,15,16
ةسماخلا,"لاجم يف هلداعيام وأ سويرولاكب وأ ريتسجام وأ هاروتكد
.صصختلا",8,12,13
ةعبارلا,"لاجم يف هلداعيام وأ سويرولاكب وأ ريتسجام وأ هاروتكد
.صصختلا",5,9,10
ةثلاثلا,"لاجم يف هلداعيام وأ سويرولاكب وأ ريتسجام وأ هاروتكد
.صصختلا",2,6,7
ةيناثلا,"لاجم يف هلداعيام وأ سويرولاكب وأ ريتسجام وأ هاروتكد
.صصختلا",-,3,4
ىلولأا,.صصختلا لاجم يف سويرولاكب وأ ريتسجام,-,-,-
