,,,املجموعة الثالثة
,,,أ. مخالفات تتعلق بسلوك املوظف
نوع املخالفة,,,درجات الجزاء
,أ ول مرة,ثاني مرة,ثالث مرة
"1- اســتعمال أيــة ممتلــكات للجهــة الحكوميــة
ألغــراض شــخصية.","خصم ثالثة أيام من
الراتب ا ألسا�سي","خصم خمسة أيام من
الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
2- الخروج على حدود اللياقة مع الجمهور.,"خصم ثالثة أيام من
الراتب ا ألسا�سي","خصم خمسة أيام من
الراتب ا ألسا�سي","خصم عشرة أيام من الراتب
ا ألسا�سي"
"3- الســلوك أ و املظهــر غيــر الالئــق الــذي ال يتفــق مــع
كرامــة الوظيفــة.","خصم ثالثة أيام من
الراتب ا ألسا�سي","خصم خمسة أيام من
الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"ً
4- ا الدعاء كذبا على الزمالء أ و الرؤساء","خصم ثالثة أيام من
الراتب ا ألسا�سي","خصم خمسة أيام من
الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"5- التشــاجر وإحــداث الشــغب و ا إلخــالل بالنظــام
فــي مــكان العمــل أ و فــي أحــد ملحقاتــه.","خصم خمسة أيام من
الراتب ا ألسا�سي","خصم عشرة أيام من
الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
6- إساءة استعمال السلطة أ و استغالل النفوذ.,"خصم خمسة أيام من
الراتب ا ألسا�سي","خصم خمسة عشر
ً
يوما من الراتب
ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"7- إ رســال شــكا وي كا ذبــة إلــى املســئولين بالجهــة
الحكوميــة أ و خا رجهــا.","خصم خمسة أيام من
الراتب ا ألسا�سي","خصم عشرة أيام من
الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"8- ا إلدالء بشــها دة ال تطابــق الواقــع أ و ا المتنــاع عــن
الشــها دة فــي التحقيقــات.","خصم خمسة أيام من
الراتب ا ألسا�سي","خصم عشرة أيام من
الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"9- التســتر علــى املخالفــات املتعلقــة بالعمــل التــي
يرتكبهــا غيــره مــن املوظفيــن.","خصم خمسة أيام من
الراتب ا ألسا�سي","خصم خمسة عشر
ً
يوما من الراتب
ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
10- ا رتكاب فعل مخل با آلداب في مكان العمل.,,,إحالة إلى لجنة ا النضباط الوظيفي
11- ا العتداء على الزمالء أ و املسؤولين في العمل.,"خصم خمسة أيام من
الراتب ا ألسا�سي",,إحالة إلى لجنة ا النضباط الوظيفي
"12- ا العتــداء أ و التطــا ول علــى الجمهــور املتعامــل
مــع الجهــة الحكوميــة.","خصم عشرة أيام من
الراتب ا ألسا�سي",,إحالة إلى لجنة ا النضباط الوظيفي
"13- الكشــط أ و التغييــر فــي املســتندات الرســمية
الخاصــة بالجهــة الحكوميــة بقصــد ا إلخفــاء.","خصم عشرة أيام من
الراتب ا ألسا�سي","ً
خصم خمسة عشر يوما
من الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"14- قبــول أ و طلــب نقــود أ و أشــياء أخــرى أ و هدايــا
مــن أي شــخص بقصــد القيــام بــأي عمــل يتعلــق
بالجهــة الحكوميــة.","خصم عشرة أيام من
الراتب ا ألسا�سي","ً
خصم خمسة عشر يوما
من الراتب ا ألسا�سي",إحالة إلى لجنة ا النضباط الوظيفي
"15- إعطــاء نقــود أ و أشــياء أخــرى أ و هدايــا ألي
موظــف بالجهــة الحكوميــة بقصــد ا الســتفا دة مــن
وراء ذلــك فــي عملــه بالجهــة الحكوميــة.","خصم عشرة أيام من
الراتب ا ألسا�سي",,إحالة إلى لجنة ا النضباط الوظيفي
"16- انتحــال شــخصية غيــر حقيقيــة أ و تقديــم
شــها دات أ و أيــة أ وراق أخــرى مــزورة أ و إخفــاء
بيانــات جوهريــة و ذلــك بقصــد الحصــول علــى
ترقيــة أ و عــالوة أ و مكافــآت أ و أي ميــزة أخــرى.","خصم عشرة أيام من
الراتب ا ألسا�سي",,إحالة إلى لجنة ا النضباط الوظيفي
